Prompt_Type,Pair_Index,Step_Index,Token_ID,Token_Text,Prefix_Text,Generated_Text,Species_ID,Species_Name,Occupation,Delta_Occupation,Grounded_Baseline_Occupation,Grounded_Deviation,Mode_Activation_Shift,Top_Token_Confidence,Spin_t,Mass_t,Mass_Lat_t,Momentum_t,Helicity_t,Group_Velocity_t,FP_Layer_t,gamma_t,Z_t,Resonance_Width_t,Fusion_Strength_t,Fusion_Rate_t
grounded_factual,0,0,279, the,"Explain in detail the geographical location of Paris, including its position relative to major bodies of water and neighboring historical regions: the", the,1,I_1,76.29118347167969,76.29118347167969,73.49570999145507,2.795473480224615,1.6688163110362861,0.6600587964057922,1.3954235315322876,0.07929205149412155,0.02523793652653694,2.094395160675049,1.3954235315322876,0.007624068763107061,20.0,0.8480017185211182,9.786277770996094,3.141592653589793,0.0,0.0
grounded_factual,0,0,279, the,"Explain in detail the geographical location of Paris, including its position relative to major bodies of water and neighboring historical regions: the", the,4,I_4,74.38653564453125,74.38653564453125,72.83410205841065,1.5524335861205998,1.1094483586894794,0.6600587964057922,1.3954235315322876,0.07929205149412155,0.02523793652653694,2.094395160675049,1.3954235315322876,0.007624068763107061,20.0,0.8480017185211182,9.786277770996094,3.141592653589793,0.0,0.0
grounded_factual,0,0,279, the,"Explain in detail the geographical location of Paris, including its position relative to major bodies of water and neighboring historical regions: the", the,3,I_3,70.2802734375,70.2802734375,66.63245792388916,3.647815513610837,2.052370226060086,0.6600587964057922,1.3954235315322876,0.07929205149412155,0.02523793652653694,2.094395160675049,1.3954235315322876,0.007624068763107061,20.0,0.8480017185211182,9.786277770996094,3.141592653589793,0.0,0.0
grounded_factual,0,0,279, the,"Explain in detail the geographical location of Paris, including its position relative to major bodies of water and neighboring historical regions: the", the,2,I_2,69.32118225097656,69.32118225097656,66.98306865692139,2.338113594055173,1.4630043622600373,0.6600587964057922,1.3954235315322876,0.07929205149412155,0.02523793652653694,2.094395160675049,1.3954235315322876,0.007624068763107061,20.0,0.8480017185211182,9.786277770996094,3.141592653589793,0.0,0.0
grounded_factual,0,0,279, the,"Explain in detail the geographical location of Paris, including its position relative to major bodies of water and neighboring historical regions: the", the,0,I_0,47.722328186035156,47.722328186035156,41.84414558410644,5.878182601928714,3.093676847939428,0.6600587964057922,0.1262500137090683,0.08632946759462357,0.0001725365436868742,2.094395160675049,0.037519898265600204,0.03296840563416481,18.0,1.2138599157333374,10.639422416687012,3.141592653589793,0.0,0.0
grounded_factual,0,1,1345, Se,"Explain in detail the geographical location of Paris, including its position relative to major bodies of water and neighboring historical regions: the Se", the Se,1,I_1,75.53352355957031,-0.757659912109375,73.05324783325196,2.4802757263183537,1.5347568432735723,0.581389307975769,1.5078305006027222,0.0885043516755104,0.1306430995464325,2.094395160675049,1.5078305006027222,-0.0004267465847078711,19.0,0.9119784832000732,10.550250053405762,3.141592653589793,0.0,0.0
grounded_factual,0,1,1345, Se,"Explain in detail the geographical location of Paris, including its position relative to major bodies of water and neighboring historical regions: the Se", the Se,4,I_4,74.59265899658203,0.20612335205078125,72.6595085144043,1.9331504821777372,1.288550483410295,0.581389307975769,1.5078305006027222,0.0885043516755104,0.1306430995464325,2.094395160675049,1.5078305006027222,-0.0004267465847078711,19.0,0.9119784832000732,10.550250053405762,3.141592653589793,0.0,0.0
grounded_factual,0,1,1345, Se,"Explain in detail the geographical location of Paris, including its position relative to major bodies of water and neighboring historical regions: the Se", the Se,3,I_3,69.84253692626953,-0.43773651123046875,66.23784198760987,3.6046949386596623,2.0407454888271612,0.581389307975769,1.5078305006027222,0.0885043516755104,0.1306430995464325,2.094395160675049,1.5078305006027222,-0.0004267465847078711,19.0,0.9119784832000732,10.550250053405762,3.141592653589793,0.0,0.0
grounded_factual,0,1,1345, Se,"Explain in detail the geographical location of Paris, including its position relative to major bodies of water and neighboring historical regions: the Se", the Se,2,I_2,68.66114044189453,-0.6600418090820312,66.99109630584717,1.6700441360473661,1.1701526276516279,0.581389307975769,1.5078305006027222,0.0885043516755104,0.1306430995464325,2.094395160675049,1.5078305006027222,-0.0004267465847078711,19.0,0.9119784832000732,10.550250053405762,3.141592653589793,0.0,0.0
grounded_factual,0,1,1345, Se,"Explain in detail the geographical location of Paris, including its position relative to major bodies of water and neighboring historical regions: the Se", the Se,0,I_0,45.71794509887695,-2.004383087158203,41.22926197052002,4.488683128356932,2.4660729424404444,0.581389307975769,0.1584632843732834,0.0885043516755104,7.429460765706608e-06,2.094395160675049,0.04294285550713539,0.001974496990442276,18.0,1.1873061656951904,10.619671821594238,3.141592653589793,0.0,0.0
