Prompt_Type,Pair_Index,Step_Index,Token_ID,Token_Text,Prefix_Text,Generated_Text,Species_ID,Species_Name,Occupation,Delta_Occupation,Grounded_Baseline_Occupation,Grounded_Deviation,Mode_Activation_Shift,Top_Token_Confidence,Spin_t,Mass_t,Mass_Lat_t,Momentum_t,Helicity_t,Group_Velocity_t,FP_Layer_t,gamma_t,Z_t,Resonance_Width_t,Fusion_Strength_t,Fusion_Rate_t
grounded_factual,0,0,330," ""","Explain in detail the geographical location of Paris, including its position relative to major bodies of water and neighboring historical regions: """," """,5,I_5,70.18036651611328,70.18036651611328,74.63955192565918,-4.459185409545896,0.4140508009242364,0.19847996532917023,1.2702431678771973,0.10171563178300858,0.01272646151483059,0.0,1.2620114088058472,0.0,31.0,0.8463419079780579,15.749678611755371,3.141592653589793,0.0,0.0
grounded_factual,0,0,330," ""","Explain in detail the geographical location of Paris, including its position relative to major bodies of water and neighboring historical regions: """," """,3,I_3,69.30098724365234,69.30098724365234,69.51340103149414,-0.21241378784179688,0.4140508009242364,0.19847996532917023,1.2702431678771973,0.10171563178300858,0.01272646151483059,0.0,1.2620114088058472,0.0,31.0,0.8463419079780579,15.749678611755371,3.141592653589793,0.0,0.0
grounded_factual,0,0,330," ""","Explain in detail the geographical location of Paris, including its position relative to major bodies of water and neighboring historical regions: """," """,1,I_1,69.00078582763672,69.00078582763672,72.18661766052246,-3.1858318328857393,0.4140508009242364,0.19847996532917023,1.2702431678771973,0.10171563178300858,0.01272646151483059,0.0,1.2620114088058472,0.0,31.0,0.8463419079780579,15.749678611755371,3.141592653589793,0.0,0.0
grounded_factual,0,0,330," ""","Explain in detail the geographical location of Paris, including its position relative to major bodies of water and neighboring historical regions: """," """,4,I_4,64.58666229248047,64.58666229248047,66.46256008148194,-1.8758977890014705,0.4140508009242364,0.19847996532917023,1.2702431678771973,0.10171563178300858,0.01272646151483059,0.0,1.2620114088058472,0.0,31.0,0.8463419079780579,15.749678611755371,3.141592653589793,0.0,0.0
grounded_factual,0,0,330," ""","Explain in detail the geographical location of Paris, including its position relative to major bodies of water and neighboring historical regions: """," """,2,I_2,64.50366973876953,64.50366973876953,67.89325923919678,-3.389589500427249,0.4140508009242364,0.19847996532917023,1.2702431678771973,0.10171563178300858,0.01272646151483059,0.0,1.2620114088058472,0.0,31.0,0.8463419079780579,15.749678611755371,3.141592653589793,0.0,0.0
grounded_factual,0,1,59604,Paris,"Explain in detail the geographical location of Paris, including its position relative to major bodies of water and neighboring historical regions: ""Paris"," ""Paris",5,I_5,71.84530639648438,1.6649398803710938,75.76120262145996,-3.915896224975583,0.41532421690695964,0.44145771861076355,1.5666664838790894,0.08927354961633682,0.06478626281023026,0.0,1.5173001289367676,0.0,15.0,0.8777391910552979,11.049873352050781,3.141592653589793,0.0,0.0
grounded_factual,0,1,59604,Paris,"Explain in detail the geographical location of Paris, including its position relative to major bodies of water and neighboring historical regions: ""Paris"," ""Paris",3,I_3,68.9990463256836,-0.30194091796875,69.46582794189453,-0.4667816162109375,0.41532421690695964,0.44145771861076355,1.5666664838790894,0.08927354961633682,0.06478626281023026,0.0,1.5173001289367676,0.0,15.0,0.8777391910552979,11.049873352050781,3.141592653589793,0.0,0.0
grounded_factual,0,1,59604,Paris,"Explain in detail the geographical location of Paris, including its position relative to major bodies of water and neighboring historical regions: ""Paris"," ""Paris",1,I_1,68.92894744873047,-0.07183837890625,72.10904235839844,-3.1800949096679716,0.41532421690695964,0.44145771861076355,1.5666664838790894,0.08927354961633682,0.06478626281023026,0.0,1.5173001289367676,0.0,15.0,0.8777391910552979,11.049873352050781,3.141592653589793,0.0,0.0
grounded_factual,0,1,59604,Paris,"Explain in detail the geographical location of Paris, including its position relative to major bodies of water and neighboring historical regions: ""Paris"," ""Paris",4,I_4,64.6501693725586,0.063507080078125,66.12245292663575,-1.4722835540771513,0.41532421690695964,0.44145771861076355,1.5666664838790894,0.08927354961633682,0.06478626281023026,0.0,1.5173001289367676,0.0,15.0,0.8777391910552979,11.049873352050781,3.141592653589793,0.0,0.0
grounded_factual,0,1,59604,Paris,"Explain in detail the geographical location of Paris, including its position relative to major bodies of water and neighboring historical regions: ""Paris"," ""Paris",2,I_2,63.852943420410156,-0.650726318359375,67.87978839874268,-4.0268449783325195,0.41532421690695964,0.44145771861076355,1.5666664838790894,0.08927354961633682,0.06478626281023026,0.0,1.5173001289367676,0.0,15.0,0.8777391910552979,11.049873352050781,3.141592653589793,0.0,0.0
